Date,Source,Site ID,POC,CO,Units,AQI,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
01/01/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,19,79,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/02/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/03/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/04/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/05/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/06/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/07/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/08/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/09/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/10/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/11/2021,AQS,360050133,1,1,ppm,11,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/12/2021,AQS,360050133,1,1.1,ppm,13,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/13/2021,AQS,360050133,1,0.6,ppm,7,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/14/2021,AQS,360050133,1,0.8,ppm,9,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/15/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/16/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/17/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/18/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/19/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/20/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/21/2021,AQS,360050133,1,0.8,ppm,9,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/22/2021,AQS,360050133,1,0.9,ppm,10,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/23/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/24/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/25/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/26/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/27/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/28/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/29/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/30/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
01/31/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/01/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,3,13,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/02/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,19,79,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/03/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/04/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/05/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/06/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/07/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/08/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/09/2021,AQS,360050133,1,0.6,ppm,7,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/10/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/11/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/12/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/13/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/14/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/15/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/16/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,17,71,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/17/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/18/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/19/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/20/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/21/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/22/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/23/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/24/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/25/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/26/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/27/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
02/28/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/01/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/02/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/03/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/04/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/05/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/06/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/07/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/08/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/09/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/10/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/11/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/12/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/13/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/14/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/15/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/16/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/17/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/18/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/19/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/20/2021,AQS,360050133,1,0.6,ppm,7,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/21/2021,AQS,360050133,1,0.9,ppm,10,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/22/2021,AQS,360050133,1,0.7,ppm,8,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/23/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/24/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/25/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/26/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/27/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/28/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/29/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/30/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
03/31/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/01/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/02/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/03/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/04/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/05/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/06/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/07/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/08/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/09/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/10/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/11/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/12/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/13/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/14/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/15/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/16/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/17/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/18/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/19/2021,AQS,360050133,1,0.5,ppm,6,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/20/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/21/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/22/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/23/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/24/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/25/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/26/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/27/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/28/2021,AQS,360050133,1,0.4,ppm,5,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/29/2021,AQS,360050133,1,0.8,ppm,9,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
04/30/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/01/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/02/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/03/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/04/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/05/2021,AQS,360050133,1,0.3,ppm,3,PFIZER LAB SITE,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/06/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/07/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/08/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
05/09/2021,AQS,360050133,1,0.2,ppm,2,PFIZER LAB SITE,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
